"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,7.13,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,7.4,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,7.66,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,7.86,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,8.16,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,8.7,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,8.99,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,9.23,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,9.24,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,9.06,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,9.27,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,9.38,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,9.52,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,9.87,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,10.14,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,10.29,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,10.49,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,11.1,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,11.66,,
"NZL","New Zealand","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2021","2021","USD","US Dollar","0","Units",,,11.9,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,19173.32,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,19415.54,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,19748.91,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,20410.43,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,21198.76,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,21729.35,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,21949.37,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,21991.95,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,22376.91,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,22228.05,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,22201.35,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,22486.36,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,22581.15,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,22705.22,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,22887.34,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,22988.09,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,22964.98,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,22824.89,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,22917.44,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2020","2020","USD","US Dollar","0","Units",,,23081.64,,
"FRA","France","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2021","2021","USD","US Dollar","0","Units",,,22932.61,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,3.04,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,3.29,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,3.47,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,3.73,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,4.05,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,4.2,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,4.59,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,4.75,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,4.91,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,4.9,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,4.95,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,5.14,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,5.38,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,5.7,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,6.06,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,6.48,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,6.82,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,7.83,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,8.64,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,8.85,,
"KOR","Korea","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2021","2021","USD","US Dollar","0","Units",,,8.76,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2023.84,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2038.19,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,2037.36,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,2028.92,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,2038.71,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,2045.98,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,2044.45,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,2022.77,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,2009.8,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,2023.19,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,2036.86,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,2040.04,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,2048.93,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,2046.55,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,2088.12,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2158.08,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,2230.17,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,2347.01,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,2632.07,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2020","2020","USD","US Dollar","0","Units",,,3054.38,,
"MEX","Mexico","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2021","2021","USD","US Dollar","0","Units",,,3323.38,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,5.18,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,5.37,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,5.55,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,5.73,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,5.87,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,5.92,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,5.85,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,5.99,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,6.16,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,7.26,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,7.48,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,7.46,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,7.53,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,7.56,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,7.62,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,7.62,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,7.65,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,7.87,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,8.15,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,8.65,,
"SVN","Slovenia","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2021","2021","USD","US Dollar","0","Units",,,9.24,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2628.37,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2934.29,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,3380.77,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,3766.77,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,3925.55,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,4191.86,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,4718.81,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,5166.65,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,5170.7,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,5021.46,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,4783.17,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,4800.46,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,5153.75,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,5723.52,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,6318.92,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,6956.68,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,7352.55,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,7562.01,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,7985.13,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2020","2020","USD","US Dollar","0","Units",,,8674.33,,
"EST","Estonia","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2021","2021","USD","US Dollar","0","Units",,,8288.65,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,25268.63,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,25546.1,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,25801.86,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,25637.85,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,25212.23,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,25208.34,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,25397.86,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,25479.94,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,26004.68,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,26082.06,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,25666.5,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,25572.04,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,25256.99,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,25370.11,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,25411.96,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,25822.4,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,25928.82,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,25946.4,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,25911.5,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2020","2020","USD","US Dollar","0","Units",,,26233.2,,
"NLD","Netherlands","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2021","2021","USD","US Dollar","0","Units",,,25949.33,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,7154.04,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,7020.29,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,7339.67,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,7312.5,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,7373.34,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,7708.55,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,7833.21,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,9046.5,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,9876.77,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,9937.66,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,10032.98,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,10484.9,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,11074.04,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,11621.48,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,12212.47,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,12996.72,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,13764.76,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,14195.64,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2019","2019","USD","US Dollar","0","Units",,,14878.2,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2020","2020","USD","US Dollar","0","Units",,,16631.37,,
"POL","Poland","PPP","In 2021 constant prices at 2021 USD PPPs","A","Annual","2021","2021","USD","US Dollar","0","Units",,,17048.88,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,7185.42,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,7765.86,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,8179.97,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,8791.22,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,9557.03,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,9901.04,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,10839.97,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,11218.94,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,11584.07,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,11562.77,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,11683.2,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,11209.48,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,11741.97,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,12429.15,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,13218.46,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,14147.01,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,14889.78,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,17077.19,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2019","2019","USD","US Dollar","0","Units",,,18864.61,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2020","2020","USD","US Dollar","0","Units",,,19303.11,,
"KOR","Korea","EXR","In 2021 constant prices at 2021 USD exchange rates","A","Annual","2021","2021","USD","US Dollar","0","Units",,,19117.62,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,2.06,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,2.12,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,2.15,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,2.21,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,2.25,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,2.31,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,2.35,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,2.34,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,2.5,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,2.56,,
"CHL","Chile","PPP","In 2021 constant prices at 2021 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,2.6,,
